CODESC;tur_id;Período;TURMA
000108;143833;Manhã;3A
000108;143834;Manhã;3B
000108;143835;Manhã;3C
000108;150001;Manhã;ANO 4 AMOSTRAL
000108;143838;Manhã;5A
000108;143839;Manhã;5B
000108;150002;Tarde;ANO 6 AMOSTRAL
000108;143840;Tarde;7A
000108;143841;Tarde;7B
000108;143842;Tarde;7C
000108;150003;Tarde;ANO 8 AMOSTRAL
000191;139177;Manhã;5A
000191;150005;Manhã;ANO 6 AMOSTRAL
000191;139181;Manhã;7A
000191;139182;Manhã;7B
000191;150006;Manhã;ANO 8 AMOSTRAL
000191;139185;Manhã;9A
000191;139174;Tarde;3A
000191;150004;Tarde;ANO 4 AMOSTRAL
000191;139178;Tarde;5B
000205;145672;Manhã;6A
000205;145673;Manhã;7A
000205;145674;Manhã;8A
000205;145675;Manhã;8B
000205;145668;Tarde;3A
000205;145669;Tarde;4A
000205;145670;Tarde;4B
000205;145671;Tarde;5A
000264;150007;Manhã;ANO 4 AMOSTRAL
000264;150008;Manhã;ANO 6 AMOSTRAL
000264;132083;Manhã;7A
000264;132084;Manhã;7B
000264;132085;Manhã;7C
000264;150009;Manhã;ANO 8 AMOSTRAL
000264;132073;Tarde;3A
000264;132074;Tarde;3B
000264;132075;Tarde;3C
000264;132076;Tarde;5A
000281;139835;Manhã;5A
000281;139836;Manhã;5B
000281;150011;Manhã;ANO 6 AMOSTRAL
000281;139839;Manhã;7A
000281;139840;Manhã;7B
000281;150012;Manhã;ANO 8 AMOSTRAL
000281;139843;Manhã;9A
000281;139831;Tarde;3A
000281;139832;Tarde;3B
000281;150010;Tarde;ANO 4 AMOSTRAL
000299;134476;Manhã;5A
000299;134477;Manhã;5B
000299;150014;Manhã;ANO 6 AMOSTRAL
000299;134480;Manhã;7A
000299;134481;Manhã;7B
000299;150015;Manhã;ANO 8 AMOSTRAL
000299;134490;Tarde;3A
000299;134491;Tarde;3B
000299;150013;Tarde;ANO 4 AMOSTRAL
000302;142715;Manhã;3A
000302;142716;Manhã;3B
000302;142717;Manhã;3C
000302;142707;Manhã;7A
000302;142708;Manhã;7B
000302;142709;Manhã;7C
000302;142713;Manhã;9A
000302;142714;Manhã;9B
000302;150016;Tarde;ANO 4 AMOSTRAL
000302;142701;Tarde;5A
000302;142702;Tarde;5B
000302;142703;Tarde;5C
000302;150017;Tarde;ANO 6 AMOSTRAL
000302;150018;Tarde;ANO 8 AMOSTRAL
000311;150020;Manhã;ANO 6 AMOSTRAL
000311;150021;Manhã;ANO 8 AMOSTRAL
000311;142294;Tarde;3A
000311;142296;Tarde;3B
000311;142297;Tarde;3C
000311;150019;Tarde;ANO 4 AMOSTRAL
000311;142300;Tarde;5A
000311;142301;Tarde;5B
000311;142302;Tarde;7A
000311;142303;Tarde;7B
000311;142304;Tarde;7C
000329;145747;Manhã;5A
000329;145748;Manhã;6A
000329;145749;Manhã;6B
000329;145750;Manhã;8A
000329;145751;Manhã;8B
000329;145752;Manhã;9A
000329;145753;Manhã;9B
000329;145754;Manhã;9C
000329;145755;Manhã;9D
000329;145756;Noite;6C
000329;145757;Noite;7A
000329;177826;Noite;8G
000329;145759;Noite;9E
000329;145743;Tarde;3A
000329;145760;Tarde;6D
000329;145744;Tarde;8C
000329;145745;Tarde;8D
000329;145746;Tarde;8E
000337;145719;Manhã;4A
000337;145712;Manhã;5A
000337;183953;Manhã;5B
000337;145713;Manhã;6A
000337;145714;Manhã;7A
000337;145716;Manhã;8A
000337;145718;Tarde;3A
000418;150023;Manhã;ANO 6 AMOSTRAL
000418;143760;Manhã;7A
000418;150024;Manhã;ANO 8 AMOSTRAL
000418;143764;Manhã;9A
000418;143754;Tarde;3A
000418;143755;Tarde;3B
000418;150022;Tarde;ANO 4 AMOSTRAL
000418;143757;Tarde;5A
000477;135325;Manhã;3A
000477;135326;Manhã;3B
000477;150025;Manhã;ANO 4 AMOSTRAL
000477;135329;Manhã;5A
000477;135330;Manhã;5B
000477;150026;Tarde;ANO 6 AMOSTRAL
000477;135333;Tarde;7A
000477;135334;Tarde;7B
000477;150027;Tarde;ANO 8 AMOSTRAL
000477;135337;Tarde;9A
000485;150029;Manhã;ANO 6 AMOSTRAL
000485;134492;Manhã;7A
000485;134493;Manhã;7B
000485;150030;Manhã;ANO 8 AMOSTRAL
000485;134506;Tarde;3A
000485;134507;Tarde;3B
000485;150028;Tarde;ANO 4 AMOSTRAL
000485;134500;Tarde;5A
000485;134501;Tarde;5B
000540;139087;Manhã;3A
000540;139088;Manhã;3B
000540;150031;Manhã;ANO 4 AMOSTRAL
000540;139092;Manhã;5A
000540;139093;Manhã;5B
000540;139095;Manhã;7A
000540;139096;Manhã;7B
000540;139097;Manhã;7C
000540;139103;Manhã;9A
000540;139104;Manhã;9B
000540;139094;Tarde;5C
000540;150032;Tarde;ANO 6 AMOSTRAL
000540;150033;Tarde;ANO 8 AMOSTRAL
000566;144396;Manhã;5A
000566;144399;Manhã;5B
000566;144400;Manhã;5C
000566;144403;Manhã;5D
000566;150035;Manhã;ANO 6 AMOSTRAL
000566;144413;Manhã;7A
000566;144411;Manhã;7B
000566;144410;Manhã;7C
000566;144415;Manhã;7D
000566;150036;Manhã;ANO 8 AMOSTRAL
000566;144422;Manhã;9A
000566;144423;Manhã;9B
000566;144408;Tarde;3A
000566;144409;Tarde;3B
000566;144412;Tarde;3C
000566;150034;Tarde;ANO 4 AMOSTRAL
000892;142247;Manhã;3A
000892;142248;Manhã;3B
000892;150037;Manhã;ANO 4 AMOSTRAL
000892;142251;Tarde;5A
000892;142252;Tarde;5B
000892;150038;Tarde;ANO 6 AMOSTRAL
000892;142255;Tarde;7A
000892;142256;Tarde;7B
000892;150039;Tarde;ANO 8 AMOSTRAL
008834;134978;Manhã;5A
008834;134979;Manhã;5B
008834;150041;Manhã;ANO 6 AMOSTRAL
008834;134984;Manhã;7A
008834;134985;Manhã;7B
008834;134986;Manhã;7C
008834;134987;Manhã;7D
008834;150042;Manhã;ANO 8 AMOSTRAL
008834;134996;Tarde;3A
008834;134997;Tarde;3B
008834;134998;Tarde;3C
008834;134999;Tarde;3D
008834;150040;Tarde;ANO 4 AMOSTRAL
008834;135004;Tarde;5C
008834;135005;Tarde;5D
008842;142318;Manhã;5A
008842;142319;Manhã;5B
008842;150044;Manhã;ANO 6 AMOSTRAL
008842;142322;Manhã;7A
008842;142323;Manhã;7B
008842;150045;Manhã;ANO 8 AMOSTRAL
008842;142314;Tarde;3A
008842;142315;Tarde;3B
008842;150043;Tarde;ANO 4 AMOSTRAL
009148;132096;Manhã;3A
009148;132117;Manhã;3C
009148;132101;Manhã;5A
009148;132102;Manhã;5B
009148;132108;Manhã;7A
009148;132109;Manhã;7B
009148;132115;Manhã;9A
009148;132097;Tarde;3B
009148;150046;Tarde;ANO 4 AMOSTRAL
009148;132103;Tarde;5C
009148;150047;Tarde;ANO 6 AMOSTRAL
009148;132110;Tarde;7C
009148;132111;Tarde;7D
009148;150048;Tarde;ANO 8 AMOSTRAL
009148;132116;Tarde;9B
009156;150049;Manhã;ANO 4 AMOSTRAL
009156;135243;Manhã;5A
009156;135244;Manhã;5B
009156;135245;Manhã;5C
009156;150050;Tarde;ANO 6 AMOSTRAL
009156;135249;Tarde;7A
009156;135250;Tarde;7B
009156;135251;Tarde;7C
009156;135252;Tarde;7D
009156;150051;Tarde;ANO 8 AMOSTRAL
009156;135256;Tarde;9A
009326;144518;Manhã;3A
009326;150052;Manhã;ANO 4 AMOSTRAL
009326;144520;Manhã;5A
009326;144521;Manhã;5B
009326;150053;Tarde;ANO 6 AMOSTRAL
009326;144524;Tarde;7A
009326;144525;Tarde;7B
009326;150054;Tarde;ANO 8 AMOSTRAL
009326;144528;Tarde;9A
009971;139300;Manhã;5A
009971;139301;Manhã;5B
009971;139302;Manhã;5C
009971;150056;Manhã;ANO 6 AMOSTRAL
009971;139307;Manhã;7A
009971;139308;Manhã;7B
009971;150057;Manhã;ANO 8 AMOSTRAL
009971;139312;Manhã;9A
009971;139292;Tarde;3A
009971;139293;Tarde;3B
009971;139294;Tarde;3C
009971;139295;Tarde;3D
009971;150055;Tarde;ANO 4 AMOSTRAL
010049;150059;Manhã;ANO 6 AMOSTRAL
010049;134562;Manhã;7A
010049;134563;Manhã;7B
010049;134564;Manhã;7C
010049;134565;Manhã;7D
010049;150060;Manhã;ANO 8 AMOSTRAL
010049;134547;Tarde;3A
010049;134548;Tarde;3B
010049;134549;Tarde;3C
010049;134550;Tarde;3D
010049;150058;Tarde;ANO 4 AMOSTRAL
010049;134554;Tarde;5A
010049;134555;Tarde;5B
010049;134556;Tarde;5C
010049;134557;Tarde;5D
010103;137710;Manhã;3A
010103;137711;Manhã;3B
010103;137712;Manhã;3C
010103;150061;Manhã;ANO 4 AMOSTRAL
010103;137716;Manhã;5A
010103;137717;Manhã;5B
010103;137718;Manhã;5C
010103;150062;Manhã;ANO 6 AMOSTRAL
010103;137719;Manhã;9A
010103;137723;Tarde;7A
010103;137724;Tarde;7B
010103;137725;Tarde;7C
010103;137726;Tarde;7D
010103;150063;Tarde;ANO 8 AMOSTRAL
010111;142038;Manhã;3A
010111;142039;Manhã;3B
010111;142040;Manhã;3C
010111;150064;Manhã;ANO 4 AMOSTRAL
010111;142059;Manhã;7A
010111;142060;Manhã;7B
010111;142061;Manhã;7C
010111;150066;Manhã;ANO 8 AMOSTRAL
010111;142041;Tarde;3D
010111;142042;Tarde;3E
010111;142043;Tarde;3F
010111;142049;Tarde;5A
010111;142050;Tarde;5B
010111;142051;Tarde;5C
010111;142052;Tarde;5D
010111;142053;Tarde;5E
010111;150065;Tarde;ANO 6 AMOSTRAL
010111;142062;Tarde;7D
010111;142063;Tarde;7E
010111;142064;Tarde;7F
010120;141870;Manhã;3A
010120;141871;Manhã;3B
010120;141872;Manhã;3C
010120;150067;Manhã;ANO 4 AMOSTRAL
010120;141876;Manhã;7A
010120;141877;Manhã;7B
010120;150069;Manhã;ANO 8 AMOSTRAL
010120;141868;Tarde;5A
010120;141869;Tarde;5B
010120;150068;Tarde;ANO 6 AMOSTRAL
010138;150070;Manhã;ANO 4 AMOSTRAL
010138;150071;Manhã;ANO 6 AMOSTRAL
010138;135405;Manhã;7A
010138;135406;Manhã;7B
010138;135407;Manhã;7C
010138;150072;Manhã;ANO 8 AMOSTRAL
010138;135390;Tarde;3A
010138;135391;Tarde;3B
010138;135392;Tarde;3C
010138;135393;Tarde;3D
010138;135398;Tarde;5A
010138;135399;Tarde;5B
010138;135400;Tarde;5C
010146;138061;Manhã;3A
010146;138062;Manhã;3B
010146;150073;Manhã;ANO 4 AMOSTRAL
010146;138066;Manhã;5A
010146;138067;Tarde;5B
010146;138068;Tarde;5C
010146;150074;Tarde;ANO 6 AMOSTRAL
010146;138072;Tarde;7A
010146;138073;Tarde;7B
010146;138074;Tarde;7C
010146;150075;Tarde;ANO 8 AMOSTRAL
010146;138077;Tarde;9A
010146;138078;Tarde;9B
010154;150076;Manhã;ANO 4 AMOSTRAL
010154;144937;Manhã;5A
010154;144938;Manhã;5B
010154;144939;Manhã;5C
010154;150077;Manhã;ANO 6 AMOSTRAL
010154;144940;Manhã;7A
010154;150078;Manhã;ANO 8 AMOSTRAL
010154;144942;Noite;7C
010154;144944;Noite;9B
010154;144945;Noite;9C
010154;144930;Tarde;3A
010154;144931;Tarde;3B
010154;144932;Tarde;7B
010154;144934;Tarde;9A
010162;139854;Manhã;5A
010162;139855;Manhã;5B
010162;150080;Manhã;ANO 6 AMOSTRAL
010162;139859;Manhã;7A
010162;139860;Manhã;7B
010162;139861;Manhã;7C
010162;150081;Manhã;ANO 8 AMOSTRAL
010162;139863;Manhã;9A
010162;139848;Tarde;3A
010162;139849;Tarde;3B
010162;139850;Tarde;3C
010162;150079;Tarde;ANO 4 AMOSTRAL
010162;139853;Tarde;5C
010171;142363;Manhã;3A
010171;142364;Manhã;3B
010171;142366;Manhã;3C
010171;150082;Manhã;ANO 4 AMOSTRAL
010171;142369;Tarde;5A
010171;142370;Tarde;5B
010171;142371;Tarde;5C
010171;150083;Tarde;ANO 6 AMOSTRAL
010171;142374;Tarde;7A
010171;142375;Tarde;7B
010171;142378;Tarde;7C
010171;150084;Tarde;ANO 8 AMOSTRAL
010171;142380;Tarde;9A
010405;131084;Manhã;3A
010405;131085;Manhã;3B
010405;131086;Manhã;3C
010405;150085;Manhã;ANO 4 AMOSTRAL
010405;131089;Manhã;5A
010405;150086;Tarde;ANO 6 AMOSTRAL
010405;131092;Tarde;7A
010405;131093;Tarde;7B
010405;150087;Tarde;ANO 8 AMOSTRAL
010413;150088;Manhã;ANO 4 AMOSTRAL
010413;132610;Manhã;5A
010413;132625;Manhã;7A
010413;150090;Manhã;ANO 8 AMOSTRAL
010413;132615;Tarde;3A
010413;132616;Tarde;3B
010413;132617;Tarde;3C
010413;132618;Tarde;3D
010413;150089;Tarde;ANO 6 AMOSTRAL
010413;132626;Tarde;7B
010413;132627;Tarde;7C
010421;150092;Manhã;ANO 6 AMOSTRAL
010421;141406;Manhã;7A
010421;141407;Manhã;7B
010421;141408;Manhã;7C
010421;150093;Manhã;ANO 8 AMOSTRAL
010421;141412;Manhã;9A
010421;141413;Manhã;9B
010421;141397;Tarde;3A
010421;141398;Tarde;3B
010421;150091;Tarde;ANO 4 AMOSTRAL
010421;141401;Tarde;5A
010421;141402;Tarde;5B
011533;140750;Integral;3C
011533;140751;Integral;3D
011533;150094;Manhã;ANO 4 AMOSTRAL
011533;140754;Manhã;5A
011533;140755;Manhã;5B
011533;150095;Tarde;ANO 6 AMOSTRAL
011533;140758;Tarde;7A
011533;140759;Tarde;7B
011533;150096;Tarde;ANO 8 AMOSTRAL
011533;140761;Tarde;9A
011851;131453;Manhã;5A
011851;131454;Manhã;5B
011851;131455;Manhã;5C
011851;150098;Manhã;ANO 6 AMOSTRAL
011851;131446;Manhã;7A
011851;131447;Manhã;7B
011851;131448;Manhã;7C
011851;150099;Manhã;ANO 8 AMOSTRAL
011851;131452;Manhã;9A
011851;131462;Tarde;3A
011851;131463;Tarde;3B
011851;131465;Tarde;3C
011851;150097;Tarde;ANO 4 AMOSTRAL
011924;150101;Manhã;ANO 6 AMOSTRAL
011924;133249;Manhã;7A
011924;133250;Manhã;7B
011924;133251;Manhã;7C
011924;133252;Manhã;7D
011924;150102;Manhã;ANO 8 AMOSTRAL
011924;133256;Manhã;9A
011924;133257;Manhã;9B
011924;133237;Tarde;3A
011924;133238;Tarde;3B
011924;133239;Tarde;3C
011924;150100;Tarde;ANO 4 AMOSTRAL
011924;133243;Tarde;5A
011924;133244;Tarde;5B
011924;133245;Tarde;5C
012157;140065;Manhã;3A
012157;140066;Manhã;3B
012157;150103;Manhã;ANO 4 AMOSTRAL
012157;140071;Manhã;5A
012157;140072;Manhã;5B
012157;140083;Manhã;7E
012157;150105;Manhã;ANO 8 AMOSTRAL
012157;140091;Manhã;9A
012157;140092;Manhã;9B
012157;140067;Tarde;3C
012157;150104;Tarde;ANO 6 AMOSTRAL
012157;140079;Tarde;7A
012157;140080;Tarde;7B
012157;140081;Tarde;7C
012157;140082;Tarde;7D
012688;150106;Manhã;ANO 4 AMOSTRAL
012688;150107;Manhã;ANO 6 AMOSTRAL
012688;139674;Manhã;7A
012688;139675;Manhã;7B
012688;139676;Manhã;7C
012688;139657;Tarde;3A
012688;139658;Tarde;3B
012688;139659;Tarde;3C
012688;139660;Tarde;3D
012688;139666;Tarde;5A
012688;139667;Tarde;5B
012688;139668;Tarde;5C
012688;139669;Tarde;5D
012688;150108;Tarde;ANO 8 AMOSTRAL
012874;131779;Manhã;3A
012874;131780;Manhã;3B
012874;131781;Manhã;3C
012874;150109;Manhã;ANO 4 AMOSTRAL
012874;131784;Manhã;5A
012874;131785;Manhã;5B
012874;150110;Tarde;ANO 6 AMOSTRAL
012874;131788;Tarde;7A
012874;131789;Tarde;7B
012874;131790;Tarde;7C
012874;150111;Tarde;ANO 8 AMOSTRAL
012874;131794;Tarde;9D
012874;131795;Tarde;9E
012939;150112;Manhã;ANO 4 AMOSTRAL
012939;150113;Manhã;ANO 6 AMOSTRAL
012939;131073;Manhã;7A
012939;131074;Manhã;7B
012939;131076;Manhã;7C
012939;150114;Manhã;ANO 8 AMOSTRAL
012939;131080;Manhã;9A
012939;131065;Tarde;3A
012939;131066;Tarde;3B
012939;131067;Tarde;3C
012939;131075;Tarde;5A
012939;131077;Tarde;5B
013510;141275;Manhã;3A
013510;141276;Manhã;3B
013510;141277;Manhã;3C
013510;141293;Manhã;5A
013510;141294;Manhã;5B
013510;141295;Manhã;5C
013510;150116;Manhã;ANO 6 AMOSTRAL
013510;150117;Manhã;ANO 8 AMOSTRAL
013510;150115;Tarde;ANO 4 AMOSTRAL
013510;141268;Tarde;7A
013510;141269;Tarde;7B
013510;141270;Tarde;7C
013510;141271;Tarde;7D
013510;141281;Tarde;7E
013528;150118;Manhã;ANO 4 AMOSTRAL
013528;139407;Manhã;5A
013528;139410;Manhã;5B
013528;139408;Manhã;5C
013528;139409;Manhã;5D
013528;139411;Manhã;7A
013528;139412;Manhã;7B
013528;139413;Manhã;7C
013528;150120;Manhã;ANO 8 AMOSTRAL
013528;139419;Manhã;9A
013528;139420;Manhã;9B
013528;139399;Tarde;3A
013528;139400;Tarde;3B
013528;139401;Tarde;3C
013528;139402;Tarde;3D
013528;150119;Tarde;ANO 6 AMOSTRAL
013803;144086;Manhã;3A
013803;144087;Manhã;3B
013803;144088;Manhã;3C
013803;150121;Manhã;ANO 4 AMOSTRAL
013803;144092;Manhã;5A
013803;144104;Manhã;5B
013803;144093;Manhã;7A
013803;144094;Manhã;7B
013803;150123;Manhã;ANO 8 AMOSTRAL
013803;144089;Tarde;3D
013803;144101;Tarde;3E
013803;144105;Tarde;5C
013803;144106;Tarde;5D
013803;150122;Tarde;ANO 6 AMOSTRAL
013803;144107;Tarde;7C
013803;144108;Tarde;7D
014249;145053;Manhã;3A
014249;145054;Manhã;3B
014249;145055;Manhã;3C
014249;145056;Manhã;3D
014249;150124;Manhã;ANO 4 AMOSTRAL
014249;145057;Manhã;5A
014249;145065;Manhã;7A
014249;150126;Manhã;ANO 8 AMOSTRAL
014249;145058;Tarde;5B
014249;145059;Tarde;5C
014249;145060;Tarde;5D
014249;150125;Tarde;ANO 6 AMOSTRAL
014249;145066;Tarde;7B
014583;150128;Manhã;ANO 6 AMOSTRAL
014583;134699;Manhã;7A
014583;134700;Manhã;7B
014583;134701;Manhã;7C
014583;134702;Manhã;7D
014583;150129;Manhã;ANO 8 AMOSTRAL
014583;134707;Manhã;9A
014583;134686;Tarde;3A
014583;134687;Tarde;3B
014583;134688;Tarde;3C
014583;150127;Tarde;ANO 4 AMOSTRAL
014583;134692;Tarde;5A
014583;134693;Tarde;5B
014583;134694;Tarde;5C
014699;150131;Manhã;ANO 6 AMOSTRAL
014699;137846;Manhã;7A
014699;137847;Manhã;7B
014699;137848;Manhã;7C
014699;137849;Manhã;7D
014699;150132;Manhã;ANO 8 AMOSTRAL
014699;137836;Tarde;3A
014699;137837;Tarde;3B
014699;150130;Tarde;ANO 4 AMOSTRAL
014699;137841;Tarde;5A
014699;137842;Tarde;5B
015024;150133;Manhã;ANO 4 AMOSTRAL
015024;135539;Manhã;5A
015024;135540;Manhã;5B
015024;135541;Manhã;5C
015024;150135;Manhã;ANO 8 AMOSTRAL
015024;135555;Manhã;9A
015024;135556;Manhã;9B
015024;135531;Tarde;3A
015024;135532;Tarde;3B
015024;135533;Tarde;3C
015024;135534;Tarde;3D
015024;135535;Tarde;3E
015024;150134;Tarde;ANO 6 AMOSTRAL
015024;135546;Tarde;7A
015024;135547;Tarde;7B
015024;135548;Tarde;7C
015024;135549;Tarde;7D
015024;135550;Tarde;7E
015121;139746;Manhã;5B
015121;139747;Manhã;5C
015121;139748;Manhã;5D
015121;150137;Manhã;ANO 6 AMOSTRAL
015121;139749;Manhã;7A
015121;139750;Manhã;7B
015121;139751;Manhã;7C
015121;150138;Manhã;ANO 8 AMOSTRAL
015121;139755;Manhã;9Z
015121;139739;Tarde;3A
015121;139740;Tarde;3B
015121;139741;Tarde;3C
015121;150136;Tarde;ANO 4 AMOSTRAL
015121;139745;Tarde;5A
015130;135921;Manhã;3A
015130;135922;Manhã;3B
015130;150140;Manhã;ANO 6 AMOSTRAL
015130;135925;Manhã;9A
015130;150139;Tarde;ANO 4 AMOSTRAL
015130;135929;Tarde;5A
015130;135930;Tarde;5B
015130;135931;Tarde;7A
015130;135932;Tarde;7B
015130;150141;Tarde;ANO 8 AMOSTRAL
015296;142614;Manhã;5A
015296;142615;Manhã;5B
015296;150143;Manhã;ANO 6 AMOSTRAL
015296;142616;Manhã;7A
015296;142617;Manhã;7B
015296;142618;Manhã;7C
015296;150144;Manhã;ANO 8 AMOSTRAL
015296;142610;Tarde;3A
015296;142611;Tarde;3B
015296;150142;Tarde;ANO 4 AMOSTRAL
015423;142419;Manhã;5A
015423;142420;Manhã;5B
015423;142425;Manhã;5C
015423;150146;Manhã;ANO 6 AMOSTRAL
015423;142423;Manhã;7A
015423;142424;Manhã;7B
015423;150147;Manhã;ANO 8 AMOSTRAL
015423;142413;Tarde;3A
015423;142414;Tarde;3B
015423;142415;Tarde;3C
015423;150145;Tarde;ANO 4 AMOSTRAL
015431;141593;Manhã;3A
015431;141594;Manhã;3B
015431;150148;Manhã;ANO 4 AMOSTRAL
015431;141597;Manhã;5A
015431;141598;Tarde;5B
015431;150149;Tarde;ANO 6 AMOSTRAL
015431;141601;Tarde;7A
015431;141602;Tarde;7B
015431;150150;Tarde;ANO 8 AMOSTRAL
015440;135909;Manhã;5A
015440;135910;Manhã;5B
015440;135911;Manhã;5C
015440;150152;Manhã;ANO 6 AMOSTRAL
015440;135901;Manhã;7A
015440;135902;Manhã;7B
015440;150153;Manhã;ANO 8 AMOSTRAL
015440;135895;Tarde;3A
015440;135896;Tarde;3B
015440;150151;Tarde;ANO 4 AMOSTRAL
016497;130721;Manhã;5A
016497;130722;Manhã;5B
016497;130723;Manhã;5C
016497;150155;Manhã;ANO 6 AMOSTRAL
016497;130727;Manhã;7A
016497;130728;Manhã;7B
016497;130729;Manhã;7C
016497;130734;Manhã;7D
016497;150156;Manhã;ANO 8 AMOSTRAL
016497;130715;Tarde;3A
016497;130716;Tarde;3B
016497;130717;Tarde;3C
016497;150154;Tarde;ANO 4 AMOSTRAL
016501;150158;Manhã;ANO 6 AMOSTRAL
016501;138256;Manhã;7A
016501;138257;Manhã;7B
016501;138258;Manhã;7C
016501;138259;Manhã;7D
016501;150159;Manhã;ANO 8 AMOSTRAL
016501;138248;Tarde;3A
016501;138249;Tarde;3B
016501;138250;Tarde;3C
016501;150157;Tarde;ANO 4 AMOSTRAL
016501;138253;Tarde;5A
016501;138254;Tarde;5B
016501;138255;Tarde;5C
016519;150161;Manhã;ANO 6 AMOSTRAL
016519;141453;Manhã;7A
016519;141454;Manhã;7B
016519;141455;Manhã;7C
016519;141456;Manhã;7D
016519;150162;Manhã;ANO 8 AMOSTRAL
016519;141442;Tarde;3A
016519;141443;Tarde;3B
016519;150160;Tarde;ANO 4 AMOSTRAL
016519;141447;Tarde;5A
016519;141448;Tarde;5B
016519;141449;Tarde;5C
016527;138749;Manhã;3A
016527;138750;Manhã;3B
016527;150163;Manhã;ANO 4 AMOSTRAL
016527;138751;Manhã;5A
016527;138752;Manhã;5B
016527;138753;Manhã;5C
016527;138754;Manhã;5D
016527;138755;Manhã;5E
016527;150164;Manhã;ANO 6 AMOSTRAL
016527;138756;Manhã;9A
016527;138757;Manhã;9B
016527;138740;Tarde;3C
016527;138741;Tarde;7A
016527;138742;Tarde;7B
016527;138743;Tarde;7C
016527;138744;Tarde;7D
016527;150165;Tarde;ANO 8 AMOSTRAL
016713;144721;Manhã;5A
016713;144722;Manhã;5B
016713;144729;Manhã;5C
016713;144730;Manhã;5D
016713;150167;Manhã;ANO 6 AMOSTRAL
016713;144725;Manhã;7A
016713;144726;Manhã;7B
016713;150168;Manhã;ANO 8 AMOSTRAL
016713;144728;Manhã;9A
016713;144715;Tarde;3A
016713;144716;Tarde;3B
016713;150166;Tarde;ANO 4 AMOSTRAL
016993;150169;Manhã;ANO 4 AMOSTRAL
016993;131262;Manhã;5A
016993;131263;Manhã;5B
016993;131264;Manhã;5C
016993;131265;Manhã;5D
016993;150170;Manhã;ANO 6 AMOSTRAL
016993;131266;Manhã;7A
016993;131267;Manhã;7B
016993;131268;Manhã;7C
016993;131269;Manhã;7D
016993;131256;Tarde;3A
016993;131257;Tarde;3B
016993;131258;Tarde;3C
016993;150171;Tarde;ANO 8 AMOSTRAL
016993;131273;Tarde;9A
016993;131274;Tarde;9B
017272;133272;Manhã;5A
017272;150173;Manhã;ANO 6 AMOSTRAL
017272;133273;Manhã;7A
017272;133274;Manhã;7B
017272;133275;Manhã;7C
017272;150174;Manhã;ANO 8 AMOSTRAL
017272;133266;Tarde;3A
017272;133267;Tarde;3B
017272;150172;Tarde;ANO 4 AMOSTRAL
017272;133270;Tarde;5B
017272;133271;Tarde;5C
017442;143090;Manhã;5A
017442;143091;Manhã;5B
017442;150176;Manhã;ANO 6 AMOSTRAL
017442;143086;Manhã;7A
017442;143087;Manhã;7B
017442;150177;Manhã;ANO 8 AMOSTRAL
017442;143083;Tarde;3A
017442;143093;Tarde;3B
017442;150175;Tarde;ANO 4 AMOSTRAL
017523;131289;Manhã;5A
017523;131290;Manhã;5B
017523;131291;Manhã;5C
017523;150179;Manhã;ANO 6 AMOSTRAL
017523;131292;Manhã;7A
017523;131293;Manhã;7B
017523;131294;Manhã;7C
017523;131297;Manhã;7D
017523;150180;Manhã;ANO 8 AMOSTRAL
017523;131301;Manhã;9A
017523;131283;Tarde;3A
017523;131284;Tarde;3B
017523;146339;Tarde;3C
017523;150178;Tarde;ANO 4 AMOSTRAL
017973;150181;Manhã;ANO 4 AMOSTRAL
017973;144445;Manhã;5A
017973;144446;Manhã;5B
017973;144448;Manhã;5C
017973;144447;Manhã;5D
017973;150183;Manhã;ANO 8 AMOSTRAL
017973;144463;Manhã;9A
017973;144464;Manhã;9B
017973;144439;Tarde;3A
017973;144440;Tarde;3B
017973;144470;Tarde;3C
017973;150182;Tarde;ANO 6 AMOSTRAL
017973;144453;Tarde;7A
017973;144454;Tarde;7B
017973;144455;Tarde;7C
017973;144456;Tarde;7D
017981;140046;Manhã;3A
017981;140047;Manhã;3B
017981;140048;Manhã;3C
017981;150184;Manhã;ANO 4 AMOSTRAL
017981;140051;Tarde;5A
017981;140052;Tarde;5B
017981;150185;Tarde;ANO 6 AMOSTRAL
017981;140053;Tarde;7A
017981;140054;Tarde;7B
017981;150186;Tarde;ANO 8 AMOSTRAL
018210;150188;Manhã;ANO 6 AMOSTRAL
018210;133440;Manhã;7A
018210;133441;Manhã;7B
018210;133442;Manhã;7C
018210;150189;Manhã;ANO 8 AMOSTRAL
018210;133445;Manhã;9A
018210;133430;Tarde;3A
018210;133431;Tarde;3B
018210;150187;Tarde;ANO 4 AMOSTRAL
018210;133435;Tarde;5A
018210;133436;Tarde;5B
018511;131160;Manhã;3A
018511;131161;Manhã;3B
018511;131162;Manhã;3C
018511;150190;Manhã;ANO 4 AMOSTRAL
018511;150191;Manhã;ANO 6 AMOSTRAL
018511;150192;Manhã;ANO 8 AMOSTRAL
018511;131155;Tarde;5A
018511;131156;Tarde;5B
018511;131157;Tarde;7A
018511;131158;Tarde;7B
018511;131159;Tarde;7C
018546;139778;Intermediário;3A
018546;139779;Intermediário;3B
018546;139780;Intermediário;3C
018546;139781;Intermediário;3D
018546;139782;Intermediário;3E
018546;139783;Intermediário;3F
018546;139784;Intermediário;3G
018546;139785;Intermediário;3H
018546;139820;Intermediário;3I
