CODESC;tur_id;Período;TURMA
092991;139475;Manhã;7C
092991;150779;Manhã;ANO 8 AMOSTRAL
092991;139479;Manhã;9A
092991;139480;Manhã;9B
092991;139461;Tarde;3A
092991;139462;Tarde;3B
092991;139463;Tarde;3C
092991;150777;Tarde;ANO 4 AMOSTRAL
092991;139467;Tarde;5A
092991;139468;Tarde;5B
092991;139469;Tarde;5C
093009;150781;Manhã;ANO 6 AMOSTRAL
093009;144887;Manhã;7A
093009;144888;Manhã;7B
093009;144889;Manhã;7C
093009;144890;Manhã;7D
093009;150782;Manhã;ANO 8 AMOSTRAL
093009;144877;Tarde;3A
093009;144878;Tarde;3B
093009;144879;Tarde;3C
093009;150780;Tarde;ANO 4 AMOSTRAL
093009;144883;Tarde;5A
093009;144884;Tarde;5B
093017;150783;Manhã;ANO 4 AMOSTRAL
093017;141780;Manhã;5A
093017;141781;Manhã;5B
093017;141782;Manhã;5C
093017;150784;Manhã;ANO 6 AMOSTRAL
093017;150785;Manhã;ANO 8 AMOSTRAL
093017;141777;Manhã;9A
093017;141792;Tarde;3A
093017;141793;Tarde;3B
093017;141794;Tarde;3C
093017;141795;Tarde;7A
093017;141799;Tarde;7B
093017;141800;Tarde;7C
093025;135942;Manhã;3A
093025;135943;Manhã;3B
093025;135944;Manhã;3C
093025;150788;Manhã;ANO 8 AMOSTRAL
093025;135957;Manhã;9A
093025;135958;Manhã;9B
093025;150786;Tarde;ANO 4 AMOSTRAL
093025;135948;Tarde;5A
093025;135949;Tarde;5B
093025;150787;Tarde;ANO 6 AMOSTRAL
093025;135960;Tarde;7A
093025;135953;Tarde;7B
093025;135954;Tarde;7C
093033;142536;Manhã;3A
093033;142537;Manhã;3B
093033;142538;Manhã;3C
093033;150789;Manhã;ANO 4 AMOSTRAL
093033;142542;Tarde;5A
093033;142543;Tarde;5B
093033;142544;Tarde;5C
093033;150790;Tarde;ANO 6 AMOSTRAL
093033;142545;Tarde;7A
093033;142546;Tarde;7B
093033;142547;Tarde;7C
093033;150791;Tarde;ANO 8 AMOSTRAL
093033;142551;Tarde;9A
093033;142552;Tarde;9B
093033;142553;Tarde;9C
093041;144959;Manhã;3A
093041;144960;Manhã;3B
093041;144961;Manhã;3C
093041;144962;Manhã;3D
093041;150792;Manhã;ANO 4 AMOSTRAL
093041;144966;Manhã;5A
093041;144967;Tarde;5B
093041;144968;Tarde;5C
093041;150793;Tarde;ANO 6 AMOSTRAL
093041;144977;Tarde;7A
093041;144976;Tarde;7B
093041;144975;Tarde;7C
093041;150794;Tarde;ANO 8 AMOSTRAL
093041;144970;Tarde;9A
093041;144969;Tarde;9B
093050;137224;Manhã;3A
093050;137225;Manhã;3B
093050;137227;Manhã;3C
093050;137228;Manhã;3D
093050;150795;Manhã;ANO 4 AMOSTRAL
093050;137219;Tarde;5A
093050;137221;Tarde;5B
093050;137223;Tarde;5C
093050;150796;Tarde;ANO 6 AMOSTRAL
093050;137226;Tarde;7A
093050;137229;Tarde;7B
093050;137231;Tarde;7C
093050;150797;Tarde;ANO 8 AMOSTRAL
093050;137236;Tarde;9A
093050;137237;Tarde;9B
093068;136626;Manhã;3A
093068;136627;Manhã;3B
093068;136637;Manhã;7A
093068;150800;Manhã;ANO 8 AMOSTRAL
093068;136642;Manhã;9A
093068;136643;Manhã;9B
093068;150798;Tarde;ANO 4 AMOSTRAL
093068;136631;Tarde;5A
093068;136632;Tarde;5B
093068;136633;Tarde;5C
093068;150799;Tarde;ANO 6 AMOSTRAL
093068;136638;Tarde;7B
093068;136639;Tarde;7C
093076;137008;Manhã;3A
093076;137009;Manhã;3B
093076;137010;Manhã;3C
093076;137011;Manhã;3D
093076;150801;Manhã;ANO 4 AMOSTRAL
093076;137016;Manhã;5A
093076;137017;Tarde;5B
093076;137018;Tarde;5C
093076;150802;Tarde;ANO 6 AMOSTRAL
093076;137022;Tarde;7A
093076;137023;Tarde;7B
093076;137024;Tarde;7C
093076;137025;Tarde;7D
093076;150803;Tarde;ANO 8 AMOSTRAL
093076;137030;Tarde;9A
093076;137031;Tarde;9B
093084;136753;Manhã;3A
093084;136754;Manhã;3B
093084;136761;Manhã;5A
093084;136762;Manhã;5B
093084;150805;Manhã;ANO 6 AMOSTRAL
093084;136767;Manhã;7A
093084;136768;Manhã;7B
093084;136776;Manhã;9A
093084;136777;Manhã;9B
093084;136755;Tarde;3C
093084;136756;Tarde;3D
093084;150804;Tarde;ANO 4 AMOSTRAL
093084;136763;Tarde;5C
093084;136769;Tarde;7C
093084;136770;Tarde;7D
093084;136771;Tarde;7E
093084;150806;Tarde;ANO 8 AMOSTRAL
093092;132518;Manhã;3A
093092;132519;Manhã;3B
093092;132520;Manhã;3C
093092;150807;Manhã;ANO 4 AMOSTRAL
093092;132524;Manhã;5A
093092;132525;Manhã;5B
093092;132526;Manhã;5C
093092;150809;Manhã;ANO 8 AMOSTRAL
093092;132538;Manhã;9A
093092;132539;Manhã;9B
093092;132527;Tarde;5D
093092;150808;Tarde;ANO 6 AMOSTRAL
093092;132533;Tarde;7A
093092;132534;Tarde;7B
093092;132535;Tarde;7C
093106;136610;Integral;3A
093106;136611;Integral;3B
093106;150811;Manhã;ANO 6 AMOSTRAL
093106;136603;Manhã;9A
093106;136604;Manhã;9B
093106;150810;Tarde;ANO 4 AMOSTRAL
093106;136614;Tarde;5A
093106;136615;Tarde;5B
093106;136605;Tarde;7A
093106;136606;Tarde;7B
093106;150812;Tarde;ANO 8 AMOSTRAL
093114;139157;Manhã;3A
093114;139158;Manhã;3B
093114;150813;Manhã;ANO 4 AMOSTRAL
093114;139161;Manhã;5A
093114;139162;Tarde;5B
093114;150814;Tarde;ANO 6 AMOSTRAL
093114;139165;Tarde;7A
093114;139166;Tarde;7B
093114;139167;Tarde;7C
093114;150815;Tarde;ANO 8 AMOSTRAL
093114;139170;Tarde;9A
093122;135613;Manhã;3A
093122;135615;Manhã;3B
093122;135616;Manhã;3C
093122;150816;Manhã;ANO 4 AMOSTRAL
093122;135619;Tarde;5A
093122;135620;Tarde;5B
093122;135621;Tarde;5C
093122;150817;Tarde;ANO 6 AMOSTRAL
093122;135624;Tarde;7A
093122;135625;Tarde;7B
093122;135626;Tarde;7C
093122;150818;Tarde;ANO 8 AMOSTRAL
093131;137162;Manhã;5A
093131;137163;Manhã;5B
093131;150820;Manhã;ANO 6 AMOSTRAL
093131;137167;Manhã;7A
093131;137168;Manhã;7B
093131;137169;Manhã;7C
093131;146583;Manhã;7D
093131;150821;Manhã;ANO 8 AMOSTRAL
093131;137156;Tarde;3A
093131;137157;Tarde;3B
093131;137158;Tarde;3C
093131;150819;Tarde;ANO 4 AMOSTRAL
093149;144633;Integral;3A
093149;144634;Integral;3B
093149;150822;Manhã;ANO 4 AMOSTRAL
093149;144643;Manhã;7A
093149;144644;Manhã;7B
093149;150824;Manhã;ANO 8 AMOSTRAL
093149;144648;Manhã;9A
093149;144638;Tarde;5A
093149;144639;Tarde;5B
093149;150823;Tarde;ANO 6 AMOSTRAL
093157;133414;Integral;3A
093157;133415;Integral;3B
093157;150826;Manhã;ANO 6 AMOSTRAL
093157;133421;Manhã;7A
093157;133422;Manhã;7B
093157;150827;Manhã;ANO 8 AMOSTRAL
093157;133425;Manhã;9A
093157;150825;Tarde;ANO 4 AMOSTRAL
093157;133418;Tarde;5A
093165;150829;Manhã;ANO 6 AMOSTRAL
093165;137871;Manhã;7A
093165;137872;Manhã;7B
093165;137873;Manhã;7C
093165;150830;Manhã;ANO 8 AMOSTRAL
093165;137877;Manhã;9A
093165;137878;Manhã;9B
093165;137861;Tarde;3A
093165;137862;Tarde;3B
093165;137863;Tarde;3C
093165;150828;Tarde;ANO 4 AMOSTRAL
093165;137867;Tarde;5A
093165;137868;Tarde;5B
093173;150832;Manhã;ANO 6 AMOSTRAL
093173;144048;Manhã;7A
093173;144049;Manhã;7B
093173;150833;Manhã;ANO 8 AMOSTRAL
093173;144051;Manhã;9A
093173;144052;Manhã;9B
093173;144041;Tarde;3A
093173;150831;Tarde;ANO 4 AMOSTRAL
093173;144044;Tarde;5A
093173;144045;Tarde;5B
093181;131469;Tarde;3A
093181;150834;Tarde;ANO 4 AMOSTRAL
093181;131471;Tarde;5A
093181;150835;Tarde;ANO 6 AMOSTRAL
093181;131474;Tarde;7A
093181;131475;Tarde;7B
093181;150836;Tarde;ANO 8 AMOSTRAL
093190;140986;Manhã;5A
093190;140987;Manhã;5B
093190;150838;Manhã;ANO 6 AMOSTRAL
093190;140991;Manhã;7A
093190;140992;Manhã;7B
093190;150839;Manhã;ANO 8 AMOSTRAL
093190;140996;Manhã;9A
093190;140980;Tarde;3A
093190;140981;Tarde;3B
093190;140982;Tarde;3C
093190;150837;Tarde;ANO 4 AMOSTRAL
093203;144481;Manhã;5A
093203;144482;Manhã;5B
093203;144483;Manhã;5C
093203;150841;Manhã;ANO 6 AMOSTRAL
093203;144487;Manhã;7A
093203;144488;Manhã;7B
093203;144489;Manhã;7C
093203;150842;Manhã;ANO 8 AMOSTRAL
093203;144476;Tarde;3A
093203;144477;Tarde;3B
093203;144478;Tarde;3C
093203;150840;Tarde;ANO 4 AMOSTRAL
093211;142773;Manhã;3A
093211;142774;Manhã;3B
093211;142775;Manhã;3C
093211;150843;Manhã;ANO 4 AMOSTRAL
093211;142779;Manhã;5A
093211;142780;Manhã;5B
093211;142791;Manhã;5C
093211;150844;Tarde;ANO 6 AMOSTRAL
093211;142784;Tarde;7A
093211;142785;Tarde;7B
093211;142786;Tarde;7C
093211;150845;Tarde;ANO 8 AMOSTRAL
093211;142789;Tarde;9A
093211;142790;Tarde;9B
093220;150846;Manhã;ANO 4 AMOSTRAL
093220;140003;Manhã;5A
093220;140004;Manhã;5B
093220;150847;Manhã;ANO 6 AMOSTRAL
093220;140007;Manhã;7A
093220;140008;Manhã;7B
093220;140012;Manhã;9A
093220;139997;Tarde;3A
093220;139998;Tarde;3B
093220;139999;Tarde;3C
093220;150848;Tarde;ANO 8 AMOSTRAL
093238;150849;Manhã;ANO 4 AMOSTRAL
093238;150850;Manhã;ANO 6 AMOSTRAL
093238;140597;Manhã;7A
093238;140598;Manhã;7B
093238;140599;Manhã;7C
093238;150851;Manhã;ANO 8 AMOSTRAL
093238;140606;Manhã;9A
093238;140590;Tarde;3A
093238;140591;Tarde;3B
093238;140592;Tarde;3C
093238;140593;Tarde;3D
093238;140594;Tarde;5A
093238;140595;Tarde;5B
093238;140596;Tarde;5C
093246;141115;Manhã;3A
093246;141116;Manhã;3B
093246;141117;Manhã;3C
093246;150852;Manhã;ANO 4 AMOSTRAL
093246;141121;Tarde;5A
093246;141122;Tarde;5B
093246;141123;Tarde;5C
093246;141124;Tarde;5D
093246;150853;Tarde;ANO 6 AMOSTRAL
093246;141127;Tarde;7A
093246;141128;Tarde;7B
093246;141129;Tarde;7C
093246;150854;Tarde;ANO 8 AMOSTRAL
093246;141133;Tarde;9A
093246;141134;Tarde;9B
093254;140476;Manhã;3A
093254;140477;Manhã;3B
093254;140481;Manhã;3C
093254;140479;Manhã;5A
093254;140482;Manhã;5B
093254;140464;Manhã;5C
093254;140480;Manhã;7A
093254;150857;Manhã;ANO 8 AMOSTRAL
093254;140485;Manhã;9A
093254;140486;Manhã;9B
093254;150855;Tarde;ANO 4 AMOSTRAL
093254;150856;Tarde;ANO 6 AMOSTRAL
093254;140468;Tarde;7B
093254;140469;Tarde;7C
093254;140470;Tarde;7D
093262;134432;Manhã;3A
093262;134433;Manhã;3B
093262;134434;Manhã;3C
093262;134435;Manhã;3D
093262;150858;Manhã;ANO 4 AMOSTRAL
093262;134439;Manhã;5A
093262;150859;Manhã;ANO 6 AMOSTRAL
093262;150860;Manhã;ANO 8 AMOSTRAL
093262;134451;Manhã;9A
093262;134440;Tarde;5B
093262;134444;Tarde;7A
093262;134445;Tarde;7B
093262;134446;Tarde;7C
093271;141366;Manhã;3A
093271;141367;Manhã;3B
093271;141368;Manhã;3C
093271;150861;Manhã;ANO 4 AMOSTRAL
093271;141374;Manhã;5A
093271;141375;Manhã;5B
093271;141376;Manhã;5C
093271;141390;Manhã;5D
093271;150862;Manhã;ANO 6 AMOSTRAL
093271;150863;Manhã;ANO 8 AMOSTRAL
093271;141369;Tarde;3D
093271;141388;Tarde;3E
093271;141380;Tarde;7A
093271;141381;Tarde;7B
093271;141382;Tarde;7C
093271;141385;Tarde;9A
093271;141386;Tarde;9B
093289;133982;Manhã;5A
093289;133983;Manhã;5B
093289;150865;Manhã;ANO 6 AMOSTRAL
093289;133990;Manhã;7A
093289;133991;Manhã;7B
093289;133992;Manhã;7C
093289;150866;Manhã;ANO 8 AMOSTRAL
093289;133996;Manhã;9A
093289;133975;Tarde;3A
093289;133976;Tarde;3B
093289;133977;Tarde;3C
093289;133978;Tarde;3D
093289;150864;Tarde;ANO 4 AMOSTRAL
093289;133984;Tarde;5C
093289;133985;Tarde;5D
093297;134847;Manhã;3A
093297;134848;Manhã;3B
093297;134849;Manhã;3C
093297;150867;Manhã;ANO 4 AMOSTRAL
093297;134853;Tarde;5A
093297;134854;Tarde;5B
093297;134855;Tarde;5C
093297;150868;Tarde;ANO 6 AMOSTRAL
093297;134859;Tarde;7A
093297;134860;Tarde;7B
093297;134861;Tarde;7C
093297;150869;Tarde;ANO 8 AMOSTRAL
093297;134864;Tarde;9A
093301;150871;Manhã;ANO 6 AMOSTRAL
093301;133494;Manhã;7A
093301;133495;Manhã;7B
093301;133496;Manhã;7C
093301;150872;Manhã;ANO 8 AMOSTRAL
093301;133482;Tarde;3A
093301;133483;Tarde;3B
093301;133484;Tarde;3C
093301;150870;Tarde;ANO 4 AMOSTRAL
093301;133488;Tarde;5A
093301;133489;Tarde;5B
093301;133490;Tarde;5C
093301;133503;Tarde;5D
093319;134151;Manhã;3A
093319;134152;Manhã;3B
093319;150873;Manhã;ANO 4 AMOSTRAL
093319;134155;Manhã;5A
093319;134156;Manhã;5B
093319;134157;Manhã;5C
093319;150874;Tarde;ANO 6 AMOSTRAL
093319;134158;Tarde;7A
093319;134159;Tarde;7B
093319;134160;Tarde;7C
093319;150875;Tarde;ANO 8 AMOSTRAL
093327;137749;Manhã;5A
093327;137750;Manhã;5B
093327;137751;Manhã;5C
093327;150877;Manhã;ANO 6 AMOSTRAL
093327;137752;Manhã;7A
093327;137753;Manhã;7B
093327;137754;Manhã;7C
093327;137755;Manhã;7D
093327;150878;Manhã;ANO 8 AMOSTRAL
093327;137742;Tarde;3A
093327;137743;Tarde;3B
093327;137744;Tarde;3C
093327;150876;Tarde;ANO 4 AMOSTRAL
093335;150879;Manhã;ANO 4 AMOSTRAL
093335;134766;Manhã;5A
093335;134767;Manhã;5B
093335;134768;Manhã;5C
093335;150881;Manhã;ANO 8 AMOSTRAL
093335;134769;Manhã;9A
093335;134770;Manhã;9B
093335;134774;Tarde;3A
093335;134775;Tarde;3B
093335;134776;Tarde;3C
093335;134777;Tarde;3D
093335;150880;Tarde;ANO 6 AMOSTRAL
093335;134778;Tarde;7A
093335;134779;Tarde;7B
093335;134780;Tarde;7C
093343;143771;Manhã;3A
093343;143772;Manhã;3B
093343;143773;Manhã;3C
093343;150882;Manhã;ANO 4 AMOSTRAL
093343;143777;Manhã;5A
093343;143778;Manhã;5B
093343;150884;Manhã;ANO 8 AMOSTRAL
093343;143789;Manhã;9A
093343;143790;Manhã;9B
093343;143779;Tarde;5C
093343;150883;Tarde;ANO 6 AMOSTRAL
093343;143783;Tarde;7A
093343;143784;Tarde;7B
093343;143785;Tarde;7C
093351;133009;Manhã;3A
093351;133010;Manhã;3B
093351;133011;Manhã;3C
093351;133012;Manhã;3D
093351;150886;Manhã;ANO 6 AMOSTRAL
093351;150887;Manhã;ANO 8 AMOSTRAL
093351;133016;Manhã;9A
093351;150885;Tarde;ANO 4 AMOSTRAL
093351;133025;Tarde;5A
093351;133026;Tarde;5B
093351;133027;Tarde;5C
093351;133028;Tarde;5D
093351;133029;Tarde;7A
093351;133030;Tarde;7B
093351;133031;Tarde;7C
093351;133032;Tarde;7D
093360;133929;Manhã;3A
093360;133930;Manhã;3B
093360;133931;Manhã;3C
093360;150888;Manhã;ANO 4 AMOSTRAL
093360;133922;Manhã;5A
093360;133926;Manhã;7A
093360;133927;Manhã;7B
093360;133928;Manhã;7C
093360;150890;Manhã;ANO 8 AMOSTRAL
093360;133933;Tarde;5B
093360;133934;Tarde;5C
093360;150889;Tarde;ANO 6 AMOSTRAL
093360;133944;Tarde;9A
093360;133932;Tarde;9B
093378;137277;Intermediário;7A
093378;137278;Intermediário;7B
093378;137279;Intermediário;7C
093378;137280;Intermediário;7D
093378;137281;Intermediário;7E
093378;137257;Manhã;3A
093378;137258;Manhã;3B
093378;137259;Manhã;3C
093378;137260;Manhã;3D
093378;137261;Manhã;3E
093378;137262;Manhã;3F
093378;150891;Manhã;ANO 6 AMOSTRAL
093378;137289;Manhã;9A
093378;137290;Manhã;9B
093378;137268;Vespertino;5A
093378;137269;Vespertino;5B
093378;137270;Vespertino;5C
093378;137271;Vespertino;5D
093386;138381;Manhã;3A
093386;138382;Manhã;3B
093386;138383;Manhã;3C
093386;138375;Manhã;5A
093386;138376;Manhã;5B
093386;138377;Manhã;5C
093386;138378;Manhã;5D
093386;150893;Manhã;ANO 6 AMOSTRAL
093386;150894;Manhã;ANO 8 AMOSTRAL
093386;138374;Manhã;9A
093386;150892;Tarde;ANO 4 AMOSTRAL
093386;138384;Tarde;7A
093386;138385;Tarde;7B
093386;138386;Tarde;7C
093394;143971;Manhã;7A
093394;143972;Manhã;7B
093394;150897;Manhã;ANO 8 AMOSTRAL
093394;143973;Manhã;9A
093394;143974;Manhã;9B
093394;144006;Manhã;9C
093394;143969;Tarde;3A
093394;143968;Tarde;3B
093394;143970;Tarde;3C
093394;143998;Tarde;3D
093394;150895;Tarde;ANO 4 AMOSTRAL
093394;143988;Tarde;5A
093394;143989;Tarde;5B
093394;143990;Tarde;5C
093394;150896;Tarde;ANO 6 AMOSTRAL
093394;143991;Tarde;7C
093394;143992;Tarde;7D
093394;143993;Tarde;7E
093394;143994;Tarde;7F
093408;132870;Manhã;5A
093408;132871;Manhã;5B
093408;132872;Manhã;5C
093408;150899;Manhã;ANO 6 AMOSTRAL
093408;132876;Manhã;7A
093408;132877;Manhã;7B
093408;132878;Manhã;7C
093408;132879;Manhã;7D
093408;150900;Manhã;ANO 8 AMOSTRAL
093408;132890;Tarde;3A
093408;132891;Tarde;3B
093408;132892;Tarde;3C
093408;150898;Tarde;ANO 4 AMOSTRAL
093416;134966;Manhã;5A
093416;134967;Manhã;5B
093416;134968;Manhã;5C
093416;150902;Manhã;ANO 6 AMOSTRAL
093416;134972;Manhã;7A
093416;134973;Manhã;7B
093416;134974;Manhã;7C
093416;150903;Manhã;ANO 8 AMOSTRAL
093416;134960;Tarde;3A
093416;134961;Tarde;3B
093416;134962;Tarde;3C
093416;150901;Tarde;ANO 4 AMOSTRAL
093424;130579;Manhã;3A
093424;130580;Manhã;3B
093424;130594;Manhã;3C
093424;150904;Manhã;ANO 4 AMOSTRAL
093424;130583;Manhã;5A
093424;130584;Manhã;5B
093424;130604;Manhã;5C
093424;150905;Tarde;ANO 6 AMOSTRAL
093424;130587;Tarde;7A
093424;130588;Tarde;7B
093424;130596;Tarde;7C
093424;150906;Tarde;ANO 8 AMOSTRAL
093424;130591;Tarde;9A
093424;130592;Tarde;9B
093424;130593;Tarde;9C
093432;150907;Manhã;ANO 4 AMOSTRAL
093432;136398;Manhã;5A
093432;136399;Manhã;5B
093432;136400;Manhã;5C
093432;136393;Manhã;7A
093432;136394;Manhã;7B
093432;150909;Manhã;ANO 8 AMOSTRAL
093432;136384;Tarde;3A
093432;136385;Tarde;3B
093432;136386;Tarde;3C
093432;150908;Tarde;ANO 6 AMOSTRAL
093432;136390;Tarde;7C
093441;150910;Manhã;ANO 4 AMOSTRAL
093441;137893;Manhã;5A
093441;137892;Manhã;5B
093441;137891;Manhã;5C
093441;150911;Manhã;ANO 6 AMOSTRAL
093441;137887;Manhã;7A
093441;137886;Manhã;7B
093441;137885;Manhã;7C
093441;137884;Manhã;7D
093441;150912;Manhã;ANO 8 AMOSTRAL
093441;137880;Manhã;9A
093441;137900;Tarde;3A
093441;137899;Tarde;3B
093441;137898;Tarde;3C
093441;137897;Tarde;3D
093459;150913;Manhã;ANO 4 AMOSTRAL
093459;131625;Manhã;5A
093459;131626;Manhã;5B
093459;131627;Manhã;5C
093459;150915;Manhã;ANO 8 AMOSTRAL
093459;131616;Manhã;9A
093459;131637;Tarde;3A
093459;131638;Tarde;3B
093459;150914;Tarde;ANO 6 AMOSTRAL
093459;131628;Tarde;7A
093459;131629;Tarde;7B
093459;131630;Tarde;7C
093467;141934;Manhã;3A
093467;141935;Manhã;3B
093467;141936;Manhã;3C
093467;150916;Manhã;ANO 4 AMOSTRAL
093467;141940;Tarde;5A
093467;141941;Tarde;5B
093467;141942;Tarde;5C
093467;150917;Tarde;ANO 6 AMOSTRAL
093467;141946;Tarde;7A
093467;141947;Tarde;7B
093467;141948;Tarde;7C
093467;141950;Tarde;7D
093467;150918;Tarde;ANO 8 AMOSTRAL
093467;141949;Tarde;9A
093475;135345;Manhã;3A
093475;135346;Manhã;3B
093475;135347;Manhã;3C
093475;135348;Manhã;5A
093475;135349;Manhã;5B
093475;135350;Manhã;5C
093475;135351;Manhã;5D
093475;150919;Tarde;ANO 4 AMOSTRAL
093475;150920;Tarde;ANO 6 AMOSTRAL
093475;135357;Tarde;7A
093475;135358;Tarde;7B
093475;135359;Tarde;7C
093475;150921;Tarde;ANO 8 AMOSTRAL
093483;139601;Manhã;5A
093483;139602;Manhã;5B
093483;139603;Manhã;5C
093483;139604;Manhã;5D
093483;150923;Manhã;ANO 6 AMOSTRAL
093483;139609;Manhã;7A
093483;139610;Manhã;7B
093483;139611;Manhã;7C
093483;139616;Manhã;7D
093483;150924;Manhã;ANO 8 AMOSTRAL
093483;139614;Manhã;9A
093483;139615;Manhã;9B
093483;139593;Tarde;3A
093483;139594;Tarde;3B
093483;139595;Tarde;3C
093483;139596;Tarde;3D
093483;150922;Tarde;ANO 4 AMOSTRAL
093491;134904;Manhã;3A
093491;134905;Manhã;3B
093491;134906;Manhã;3C
093491;134907;Manhã;3D
093491;134908;Manhã;3E
093491;150925;Manhã;ANO 4 AMOSTRAL
093491;134913;Manhã;5A
093491;134914;Manhã;5B
093491;134915;Manhã;5C
093491;134916;Manhã;5D
093491;150926;Tarde;ANO 6 AMOSTRAL
093491;134920;Tarde;7A
093491;134921;Tarde;7B
093491;134922;Tarde;7C
093491;150927;Tarde;ANO 8 AMOSTRAL
093491;134927;Tarde;9A
093505;130677;Manhã;3A
093505;130678;Manhã;3B
093505;130679;Manhã;3C
093505;130680;Manhã;3D
093505;130681;Manhã;3E
093505;130682;Manhã;3F
093505;150928;Manhã;ANO 4 AMOSTRAL
093505;130696;Manhã;7A
093505;130697;Manhã;7B
093505;130698;Manhã;7C
093505;130699;Manhã;7D
093505;150930;Manhã;ANO 8 AMOSTRAL
093505;130687;Tarde;5A
093505;130688;Tarde;5B
093505;130689;Tarde;5C
093505;130690;Tarde;5D
093505;150929;Tarde;ANO 6 AMOSTRAL
093513;140768;Manhã;3A
093513;140769;Manhã;3B
093513;140770;Manhã;3C
093513;150932;Manhã;ANO 6 AMOSTRAL
093513;150933;Manhã;ANO 8 AMOSTRAL
093513;150931;Tarde;ANO 4 AMOSTRAL
093513;140775;Tarde;5A
093513;140776;Tarde;5B
093513;140780;Tarde;7A
093513;140781;Tarde;7B
093513;140782;Tarde;7C
093521;142927;Manhã;5B
093521;150935;Manhã;ANO 6 AMOSTRAL
093521;142928;Manhã;7A
093521;150936;Manhã;ANO 8 AMOSTRAL
093521;142936;Tarde;3A
093521;150934;Tarde;ANO 4 AMOSTRAL
093521;142938;Tarde;5A
093530;140865;Manhã;5A
093530;140866;Manhã;5B
093530;140867;Manhã;5C
093530;140868;Manhã;5D
093530;140869;Manhã;5E
093530;140875;Manhã;7A
093530;140876;Manhã;7B
093530;140877;Manhã;7C
093530;150939;Manhã;ANO 8 AMOSTRAL
093530;140858;Tarde;3A
093530;140859;Tarde;3B
093530;140860;Tarde;3C
093530;150937;Tarde;ANO 4 AMOSTRAL
093530;150938;Tarde;ANO 6 AMOSTRAL
093530;140878;Tarde;7D
093548;140815;Manhã;3A
093548;140816;Manhã;3B
093548;140817;Manhã;3C
093548;140818;Manhã;3D
093548;140823;Manhã;5A
093548;140824;Manhã;5B
093548;140825;Manhã;5C
093548;140826;Manhã;5D
093548;140831;Manhã;7A
093548;140832;Manhã;7B
093548;150942;Manhã;ANO 8 AMOSTRAL
093548;140840;Manhã;9A
093548;150940;Tarde;ANO 4 AMOSTRAL
093548;150941;Tarde;ANO 6 AMOSTRAL
093548;140833;Tarde;7C
093548;140834;Tarde;7D
093556;150944;Manhã;ANO 6 AMOSTRAL
093556;132255;Manhã;7A
093556;132256;Manhã;7B
093556;132257;Manhã;7C
093556;132258;Manhã;7D
093556;132259;Manhã;7E
093556;150945;Manhã;ANO 8 AMOSTRAL
093556;132265;Manhã;9A
093556;132240;Tarde;3A
093556;132241;Tarde;3B
093556;132242;Tarde;3C
093556;150943;Tarde;ANO 4 AMOSTRAL
093556;132245;Tarde;5A
093556;132246;Tarde;5B
093556;132247;Tarde;5C
093556;132248;Tarde;5D
093556;132249;Tarde;5E
093564;140566;Manhã;3A
093564;140567;Manhã;3B
093564;150946;Manhã;ANO 4 AMOSTRAL
093564;140571;Manhã;5A
093564;140572;Manhã;5B
093564;140573;Manhã;5C
093564;150947;Tarde;ANO 6 AMOSTRAL
093564;140578;Tarde;7A
093564;140579;Tarde;7B
093564;140580;Tarde;7C
093564;150948;Tarde;ANO 8 AMOSTRAL
093564;140577;Tarde;9A
093572;150950;Manhã;ANO 6 AMOSTRAL
093572;135685;Manhã;7A
093572;135686;Manhã;7B
093572;135687;Manhã;7C
093572;135688;Manhã;7D
093572;150951;Manhã;ANO 8 AMOSTRAL
093572;135694;Manhã;9A
093572;135695;Manhã;9B
093572;135672;Tarde;3A
093572;135673;Tarde;3B
093572;135674;Tarde;3C
093572;150949;Tarde;ANO 4 AMOSTRAL
093572;135679;Tarde;5A
093572;135680;Tarde;5B
093572;135681;Tarde;5C
093581;150952;Manhã;ANO 4 AMOSTRAL
093581;136125;Manhã;5A
093581;136126;Manhã;5B
093581;136127;Manhã;5C
093581;150953;Manhã;ANO 6 AMOSTRAL
093581;150954;Manhã;ANO 8 AMOSTRAL
093581;136137;Tarde;3A
093581;136138;Tarde;3B
093581;136139;Tarde;3C
093581;136140;Tarde;3D
093581;136141;Tarde;7A
093581;136142;Tarde;7B
093581;136143;Tarde;7C
093581;136144;Tarde;7D
093599;131561;Manhã;3A
093599;131562;Manhã;3B
093599;131563;Manhã;3C
093599;131564;Manhã;3D
093599;150955;Manhã;ANO 4 AMOSTRAL
093599;131569;Tarde;5A
093599;131570;Tarde;5B
093599;131571;Tarde;5C
093599;131572;Tarde;5D
093599;150956;Tarde;ANO 6 AMOSTRAL
093599;131573;Tarde;7A
093599;131574;Tarde;7B
093599;131575;Tarde;7C
093599;131576;Tarde;7D
093599;150957;Tarde;ANO 8 AMOSTRAL
093602;132441;Manhã;3A
093602;132442;Manhã;3B
093602;132443;Manhã;3C
093602;132444;Manhã;3D
093602;150958;Manhã;ANO 4 AMOSTRAL
093602;132448;Manhã;5A
093602;132449;Manhã;5B
093602;150959;Manhã;ANO 6 AMOSTRAL
093602;132450;Manhã;7A
093602;132456;Manhã;7B
093602;132454;Tarde;5C
093602;132439;Tarde;7C
093602;132440;Tarde;7D
093602;150960;Tarde;ANO 8 AMOSTRAL
093611;150961;Manhã;ANO 4 AMOSTRAL
